,train_loss,train_acc,val_loss,val_acc,trainf1,valf1
0,2.6999516270492365,0.38249254884645106,2.602625462246385,0.3745033112582781,0.044166630075863966,0.07036438992453466
1,2.4873976894477883,0.5179379622474887,2.420455644433948,0.4824503311258278,0.0879635858329127,0.12672428698374624
2,2.3225713753500967,0.6201567501931781,2.2746553149137063,0.5509933774834437,0.1444875870653844,0.17952392142987017
3,2.1910958408705254,0.6438900540898554,2.164852342591456,0.5874172185430464,0.19312924076177035,0.21923574307830226
4,2.091381700484307,0.6640909592670272,2.0841554482322984,0.6006622516556291,0.22949755187038157,0.2449603806668098
5,2.0133165920118934,0.6895904625234573,2.017143138525603,0.6036423841059603,0.2601296023174109,0.26512638324381105
6,1.9507300987498946,0.6752400927254664,1.9653182244588825,0.6086092715231788,0.28193439365716366,0.28470513927118996
7,1.898477468934985,0.6966552599624682,1.9248210296441648,0.6115894039735099,0.30604667327825447,0.30276385425592145
8,1.8543177400797874,0.7052654818412628,1.887325703842212,0.6036423841059603,0.31967923602000353,0.3097579042352159
9,1.8081074875031744,0.6902527872833646,1.8566519219962077,0.6341059602649006,0.3428029440246793,0.3327702879814841
10,1.760989792569997,0.7081355558008611,1.8288241236096832,0.6139072847682119,0.3619070742813193,0.3361844751592441
11,1.7272890323217502,0.7198366265592229,1.8036857600464629,0.623841059602649,0.37747209373742496,0.34924897733374244
12,1.7025099095367096,0.6975383596423447,1.7811534790239516,0.6188741721854305,0.38669846644615785,0.35843999699245327
13,1.6628252676163546,0.7014019207418037,1.7667135164960175,0.6178807947019868,0.39800979110065193,0.3658731672883256
14,1.635925262905221,0.709129042940722,1.7481518657675243,0.6158940397350994,0.41957720105725066,0.3807242499289646
15,1.603231725779643,0.7060381940611546,1.7328665834093624,0.6304635761589404,0.43316822205432987,0.38432387410803676
16,1.5793308823306753,0.714206866100011,1.7223525102291974,0.6347682119205298,0.43832884397719707,0.3869866327056639
17,1.558883170295352,0.7104536924605365,1.70263019557292,0.6281456953642384,0.4436639935742565,0.39993738899991627
18,1.5371563235529095,0.7081355558008611,1.6955799845119848,0.6192052980132451,0.46359255513737607,0.4022960673100424
19,1.5091358868702465,0.7225963130588365,1.6837275935192613,0.6254966887417218,0.46624145961451824,0.40501631195635834
