,train_loss,train_acc,val_loss,val_acc,trainf1,valf1
0,2.5820589925872905,0.6105084024675601,2.287955480115386,0.5426702823416812,0.13913409449504915,0.2215294677503061
1,2.154555580921985,0.585832801531589,1.9589507459397226,0.5495294305311852,0.24356736103265117,0.32084911898152313
2,1.9263305753903384,0.589608593916188,1.7746229140012586,0.563247726910193,0.31672683473669516,0.37768706296619814
3,1.7827228621758424,0.5983833226972984,1.6507739609844134,0.5737757218057107,0.36005405829638243,0.41772004743418895
4,1.685049264945741,0.6033290789193788,1.5639476426776395,0.5803158398468655,0.39621921121716414,0.4426595629745052
5,1.6044595988310881,0.6113061050840247,1.4935404260656404,0.5865369277396714,0.42371332069619694,0.46715377225179083
6,1.5409631907654886,0.6200808338651351,1.4367362078891854,0.5911628648907322,0.4412938250861454,0.48162130028895245
7,1.4831213366578988,0.6185917889810678,1.3890930949132902,0.5918009251874302,0.466987609197865,0.49794886353869383
8,1.4249606816202631,0.6189108700276537,1.343861659923135,0.5972244377093635,0.4856504324196382,0.5131339617311935
9,1.3890518485827306,0.624069346947458,1.3077646355559207,0.5996171638219812,0.49730445807133733,0.5270377367058701
10,1.3493779968849062,0.6232184641565625,1.2777296459969387,0.5985005583027596,0.5136588508167563,0.5366941609085559
11,1.309188813484944,0.6261965539246969,1.2435331997692745,0.5991386185994576,0.5295553926998972,0.5521394040964106
12,1.2813583271874558,0.6310359497979153,1.2190534353850915,0.6080714627532302,0.5415125123048666,0.5606922363180092
13,1.2472570675845147,0.6268347160178686,1.1942797855124858,0.6096666134949753,0.5488534035574808,0.565483114080561
14,1.2185496022679294,0.6324186343331206,1.1718703866413174,0.6074334024565321,0.5595513176023519,0.5718439893930553
15,1.194801813381011,0.6277387789831951,1.149684009141343,0.6111022491625459,0.5664683546483616,0.5800464778727004
16,1.1716424154798193,0.6280578600297809,1.1303176830882784,0.6066358270856596,0.5735778265200397,0.5836589744197425
17,1.1424649396047841,0.6330567964262923,1.112209807165158,0.6088690381241028,0.5818356721128506,0.5908768036653052
18,1.1206703566029326,0.6235375452031483,1.0961250658343669,0.612697399904291,0.5910193099701054,0.594249542800361
19,1.0998021711931534,0.627898319506488,1.0761655136898785,0.6114212793108948,0.5990772177651932,0.5991143074165555
